// Format:							
//							
// 		Note: The order of the tables MUST match the definition in WLAN driver.
//							
//		Power Limit Table Parameter Definition					
//		Band:			2.4G/5G		
//		Bandwidth:		20/40/80/160 MHZ			
//		RF Path:		1/2/3/4 Transmit RF			
//		Rate Section:	CCK/OFDM/HT/VHT				
//		Regulation: 	FCC/ETSI/MKK				
//							
//		Description:					
//		1. IF in 1T test
//		2. power is real dBm.					
//		3. // is for comment.					
//							
// 		NA is non-release channle.					
//							
//							
//Table 1: ===========================================							
//							
##	2.4G, 20M, 1T, CCK, //(1M;2M;5.5M;11M)						
##	START
##	#3#	FCC	ETSI	MKK	
//                							
##	2.4G, 40M, 1T, HT, //(MCS0~MCS7)						
##	START
##	#3#	FCC	ETSI	MKK	
CH01	NA	NA	NA	
CH02	NA	NA	NA	
CH03	23	23	23	
CH04	23	23	23	
CH05	23	23	23	
CH06	23	23	23	
CH07	23	23	23	
CH08	23	23	23	
CH09	23	23	23	
CH10	23	23	23	
CH11	23	23	23	
CH12	NA	23	23	
CH13	NA	23	23	
CH14	NA	NA	NA	
##	END						
//							
//Table 8: ===========================================							
//							
##	2.4G, 40M, 2T, HT, //(MCS8~MCS15)						
##	START
##	#3#	FCC	ETSI	MKK	
CH01	NA	NA	NA	
CH02	NA	NA	NA	
CH03	23	23	23	
CH04	23	23	23	
CH05	23	23	23	
CH06	23	23	23	
CH07	23	23	23	
CH08	23	23	23	
CH09	23	23	23	
CH10	23	23	23	
CH11	23	23	23	
CH12	NA	23	23	
CH13	NA	23	23	
CH14	NA	NA	NA	
##	END						
//							
//Table 9: ===========================================							
//							
##	2.4G, 40M, 3T, HT, //(MCS16~MCS23)						
##	START
##	#3#	FCC	ETSI	MKK	
CH01	NA	NA	NA	
CH02	NA	NA	NA	
CH03	23	23	23	
CH04	23	23	23	
CH05	23	23	23	
CH06	23	23	23	
CH07	23	23	23	
CH08	23	23	23	
CH09	23	23	23	
CH10	23	23	23	
CH11	23	23	23	
CH12	NA	23	23	
CH13	NA	23	23	
CH14	NA	NA	NA	
##	END						
//							
//Table 10: ===========================================							
//							
##	2.4G, 40M, 4T, HT, //(MCS24~MCS31)						
##	START
##	#3#	FCC	ETSI	MKK	
CH01	NA	NA	NA	
CH02	NA	NA	NA	
CH03	23	23	23	
CH04	23	23	23	
CH05	23	23	23	
CH06	23	23	23	
CH07	23	23	23	
CH08	23	23	23	
CH09	23	23	23	
CH10	23	23	23	
CH11	23	23	23	
CH12	NA	23	23	
CH13	NA	23	23	
CH14	NA	NA	NA	
##	END						
//							
//Table 11: ===========================================							
//							
##	5G, 20M, 1T, OFDM, //(6M;9M;12M;18M;24M;36M;48M;54M)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	23	23	23	
CH40	23	23	23	
CH44	23	23	23	
CH48	23	23	23	
//5G Band 2       	  						
CH52	23	23	23	
CH56	23	23	23	
CH60	23	23	23	
CH64	23	23	23	
//5G Band 3           							
CH100	23	23	23	
CH104	23	23	23	
CH108	23	23	23	
CH112	23	23	23	
CH116	23	23	23	
CH120	23	23	23	
CH124	23	23	23	
CH128	23	23	23	
CH132	23	23	23	
CH136	23	23	23	
CH140	23	23	23	
//5G Band 4       	  						
CH149	23	23	NA	
CH153	23	23	NA	
CH157	23	23	NA	
CH161	23	23	NA	
CH165	23	23	NA	
##	END						
//							
//Table 12: ======================================							
//							
##	5G, 20M, 1T, HT, //(MCS0~MCS7)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	23	23	23	
CH40	23	23	23	
CH44	23	23	23	
CH48	23	23	23	
//5G Band 2 				  			 
CH52	23	23	23	
CH56	23	23	23	
CH60	23	23	23	
CH64	23	23	23	
//5G Band 3 				  			 
CH100	23	23	23	
CH104	23	23	23	
CH108	23	23	23	
CH112	23	23	23	
CH116	23	23	23	
CH120	23	23	23	
CH124	23	23	23	
CH128	23	23	23	
CH132	23	23	23	
CH136	23	23	23	
CH140	23	23	23	
//5G Band 4 				  			 
CH149	23	23	NA	
CH153	23	23	NA	
CH157	23	23	NA	
CH161	23	23	NA	
CH165	23	23	NA	
##	END						
//							
//Table 13: ===========================================							
//							
##	5G, 20M, 2T, HT, //(MCS8~MCS15)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	23	23	23	
CH40	23	23	23	
CH44	23	23	23	
CH48	23	23	23	
//5G Band 2 				  			
CH52	23	23	23	
CH56	23	23	23	
CH60	23	23	23	
CH64	23	23	23	
//5G Band 3 				  			
CH100	23	23	23	
CH104	23	23	23	
CH108	23	23	23	
CH112	23	23	23	
CH116	23	23	23	
CH120	23	23	23	
CH124	23	23	23	
CH128	23	23	23	
CH132	23	23	23	
CH136	23	23	23	
CH140	23	23	23	
//5G Band 4 				  			
CH149	23	23	NA	
CH153	23	23	NA	
CH157	23	23	NA	
CH161	23	23	NA	
CH165	23	23	NA	
##	END                       						
//							
//Table 14: ===========================================							
//							
##	5G, 20M, 3T, HT, //(MCS16~MCS23)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	23	23	23	
CH40	23	23	23	
CH44	23	23	23	
CH48	23	23	23	
//5G Band 2 				  			
CH52	23	23	23	
CH56	23	23	23	
CH60	23	23	23	
CH64	23	23	23	
//5G Band 3 				  			
CH100	23	23	23	
CH104	23	23	23	
CH108	23	23	23	
CH112	23	23	23	
CH116	23	23	23	
CH120	23	23	23	
CH124	23	23	23	
CH128	23	23	23	
CH132	23	23	23	
CH136	23	23	23	
CH140	23	23	23	
//5G Band 4 				  			
CH149	23	23	NA	
CH153	23	23	NA	
CH157	23	23	NA	
CH161	23	23	NA	
CH165	23	23	NA	
##	END                       						
//							
//Table 15: ===========================================							
//							
##	5G, 20M, 4T, HT, //(MCS24~MCS31)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	23	23	23	
CH40	23	23	23	
CH44	23	23	23	
CH48	23	23	23	
//5G Band 2 				  			
CH52	23	23	23	
CH56	23	23	23	
CH60	23	23	23	
CH64	23	23	23	
//5G Band 3 				  			
CH100	23	23	23	
CH104	23	23	23	
CH108	23	23	23	
CH112	23	23	23	
CH116	23	23	23	
CH120	23	23	23	
CH124	23	23	23	
CH128	23	23	23	
CH132	23	23	23	
CH136	23	23	23	
CH140	23	23	23	
//5G Band 4 				  			
CH149	23	23	NA	
CH153	23	23	NA	
CH157	23	23	NA	
CH161	23	23	NA	
CH165	23	23	NA	
##	END                       						
//                							
//Table 16: ===========================================							
//                							
##	5G, 40M, 1T, HT, //(MCS0~MCS7)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	23	23	23	
CH46	23	23	23	
//5G Band 2       	  						
CH54	23	23	23	
CH62	23	23	23	
//5G Band 3       							
CH102	23	23	23	
CH110	23	23	23	
CH118	23	23	23	
CH126	23	23	23	
CH134	23	23	23	
//5G Band 4         							
CH151	23	23	NA	
CH159	23	23	NA	
##	END       						
//                							
//Table 17: ===========================================							
//							
##	5G, 40M, 2T, HT, //(MCS8~MCS15)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	23	23	23	
CH46	23	23	23	
//5G Band 2       	  						
CH54	23	23	23	
CH62	23	23	23	
//5G Band 3       	  						
CH102	23	23	23	
CH110	23	23	23	
CH118	23	23	23	
CH126	23	23	23	
CH134	23	23	23	
//5G Band 4       	  						
CH151	23	23	NA	
CH159	23	23	NA	
##	END						
//                							
//Table 18: ===========================================							
//							
##	5G, 40M, 3T, HT, //(MCS16~MCS23)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	23	23	23	
CH46	23	23	23	
//5G Band 2       	  						
CH54	23	23	23	
CH62	23	23	23	
//5G Band 3       	  						
CH102	23	23	23	
CH110	23	23	23	
CH118	23	23	23	
CH126	23	23	23	
CH134	23	23	23	
//5G Band 4       	  						
CH151	23	23	NA	
CH159	23	23	NA	
##	END						
//                							
//Table 19: ===========================================							
//							
##	5G, 40M, 4T, HT, //(MCS24~MCS31)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	23	23	23	
CH46	23	23	23	
//5G Band 2       	  						
CH54	23	23	23	
CH62	23	23	23	
//5G Band 3       	  						
CH102	23	23	23	
CH110	23	23	23	
CH118	23	23	23	
CH126	23	23	23	
CH134	23	23	23	
//5G Band 4       	  						
CH151	23	23	NA	
CH159	23	23	NA	
##	END						
//                							
//Table 20: ===========================================							
//							
##	5G, 80M, 1T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH42	23	23	23	
//5G Band 2       	  						
CH58	23	23	23	
//5G Band 3       	  						
CH106	23	23	23	
CH122	23	23	23	
//5G Band 4       	  						
CH155	23	23	NA	
##	END						
//                							
//Table 21: ===========================================							
//							
##	5G, 80M, 2T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1       							
CH42	23	23	23
//5G Band 2       	  						
CH58	23	23	23
//5G Band 3       	  						
CH106	23	23	23
CH122	23	23	23
//5G Band 4       	  						
CH155	23	23	NA	   
##	END						
//                							
//Table 22: ===========================================							
//							
##	5G, 80M, 3T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1       							
CH42	23	23	23
//5G Band 2       	  						
CH58	23	23	23
//5G Band 3       	  						
CH106	23	23	23
CH122	23	23	23
//5G Band 4       	  						
CH155	23	23	NA	   
##	END						
//                							
//Table 23: ===========================================							
//							
##	5G, 80M, 4T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1       							
CH42	23	23	23
//5G Band 2       	  						
CH58	23	23	23
//5G Band 3       	  						
CH106	23	23	23
CH122	23	23	23
//5G Band 4       	  						
CH155	23	23	NA	   
##	END						
