// Format:							
//							
// 		Note: The order of the tables MUST match the definition in WLAN driver.
//							
//		Power Limit Table Parameter Definition					
//		Band:			2.4G/5G		
//		Bandwidth:		20/40/80/160 MHZ			
//		RF Path:		1/2/3/4 Transmit RF			
//		Rate Section:	CCK/OFDM/HT/VHT				
//		Regulation: 	FCC/ETSI/MKK				
//							
//		Description:					
//		1. IF in 1T test
//		2. power is real dBm.					
//		3. // is for comment.					
//							
// 		NA is non-release channle.					
//							
//							
//Table 1: ===========================================							
//							
##	2.4G, 20M, 1T, CCK, //(1M;2M;5.5M;11M)						
##	START
##	#3#	FCC	ETSI	MKK	
CH13	NA	17	17	
CH14	NA	NA	NA	
##	END       						
//							
//Table 6: ===========================================							
//							
##	2.4G, 20M, 4T, HT, //(MCS24~MCS31)						
##	START
##	#3#	FCC	ETSI	MKK	
CH01	17	17	17	
CH02	17	17	17	
CH03	17	17	17	
CH04	17	17	17	
CH05	17	17	17	
CH06	17	17	17	
CH07	17	17	17	
CH08	17	17	17	
CH09	17	17	17	
CH10	17	17	17	
CH11	17	17	17	
CH12	NA	17	17	
CH13	NA	17	17	
CH14	NA	NA	NA	
##	END       						
//                							
//Table 7: ===========================================							
//                							
##	2.4G, 40M, 1T, HT, //(MCS0~MCS7)						
##	START
##	#3#	FCC	ETSI	MKK	
CH01	NA	NA	NA	
CH02	NA	NA	NA	
CH03	17	17	17	
CH04	17	17	17	
CH05	17	17	17	
CH06	17	17	17	
CH07	17	17	17	
CH08	17	17	17	
CH09	17	17	17	
CH10	17	17	17	
CH11	17	17	17	
CH12	NA	17	17	
CH13	NA	17	17	
CH14	NA	NA	NA	
##	END						
//							
//Table 8: ===========================================							
//							
##	2.4G, 40M, 2T, HT, //(MCS8~MCS15)						
##	START
##	#3#	FCC	ETSI	MKK	
CH01	NA	NA	NA	
CH02	NA	NA	NA	
CH03	17	17	17	
CH04	17	17	17	
CH05	17	17	17	
CH06	17	17	17	
CH07	17	17	17	
CH08	17	17	17	
CH09	17	17	17	
CH10	17	17	17	
CH11	17	17	17	
CH12	NA	17	17	
CH13	NA	17	17	
CH14	NA	NA	NA	
##	END						
//							
//Table 9: ===========================================							
//							
##	2.4G, 40M, 3T, HT, //(MCS16~MCS23)						
##	START
##	#3#	FCC	ETSI	MKK	
CH01	NA	NA	NA	
CH02	NA	NA	NA	
CH03	17	17	17	
CH04	17	17	17	
CH05	17	17	17	
CH06	17	17	17	
CH07	17	17	17	
CH08	17	17	17	
CH09	17	17	17	
CH10	17	17	17	
CH11	17	17	17	
CH12	NA	17	17	
CH13	NA	17	17	
CH14	NA	NA	NA	
##	END						
//							
//Table 10: ===========================================							
//							
##	2.4G, 40M, 4T, HT, //(MCS24~MCS31)						
##	START
##	#3#	FCC	ETSI	MKK	
CH01	NA	NA	NA	
CH02	NA	NA	NA	
CH03	17	17	17	
CH04	17	17	17	
CH05	17	17	17	
CH06	17	17	17	
CH07	17	17	17	
CH08	17	17	17	
CH09	17	17	17	
CH10	17	17	17	
CH11	17	17	17	
CH12	NA	17	17	
CH13	NA	17	17	
CH14	NA	NA	NA	
##	END						
//							
//Table 11: ===========================================							
//							
##	5G, 20M, 1T, OFDM, //(6M;9M;12M;18M;24M;36M;48M;54M)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	17	17	17	
CH40	17	17	17	
CH44	17	17	17	
CH48	17	17	17	
//5G Band 2       	  						
CH52	17	17	17	
CH56	17	17	17	
CH60	17	17	17	
CH64	17	17	17	
//5G Band 3           							
CH100	17	17	17	
CH104	17	17	17	
CH108	17	17	17	
CH112	17	17	17	
CH116	17	17	17	
CH120	17	17	17	
CH124	17	17	17	
CH128	17	17	17	
CH132	17	17	17	
CH136 17	17	17	
CH140 17	17	17	
//5G Band 4       	  						
CH149	17	17	NA	
CH153	17	17	NA	
CH157	17	17	NA	
CH161	17	17	NA	
CH165	17	17	NA	
##	END						
//							
//Table 12: ======================================							
//							
##	5G, 20M, 1T, HT, //(MCS0~MCS7)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	17	17	17		
CH40	17	17	17		
CH44	17	17	17		
CH48	17	17	17		
//5G Band 2       		  			 
CH52	17	17	17		
CH56	17	17	17		
CH60	17	17	17		
CH64	17	17	17		
//5G Band 3       		  			 
CH100	17	17	17		
CH104	17	17	17		
CH108	17	17	17		
CH112	17	17	17		
CH116	17	17	17		
CH120	17	17	17		
CH124	17	17	17		
CH128	17	17	17		
CH132	17	17	17		
CH136 17	17	17		
CH140 17	17	17		
//5G Band 4       		  			 
CH149	17	17	NA		
CH153	17	17	NA		
CH157	17	17	NA		
CH161	17	17	NA		
CH165	17	17	NA		
##	END						
//							
//Table 13: ===========================================							
//							
##	5G, 20M, 2T, HT, //(MCS8~MCS15)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	17	17	17		
CH40	17	17	17		
CH44	17	17	17		
CH48	17	17	17		
//5G Band 2       		  			
CH52	17	17	17		
CH56	17	17	17		
CH60	17	17	17		
CH64	17	17	17		
//5G Band 3       		  			
CH100	17	17	17		
CH104	17	17	17		
CH108	17	17	17		
CH112	17	17	17		
CH116	17	17	17		
CH120	17	17	17		
CH124	17	17	17		
CH128	17	17	17		
CH132	17	17	17		
CH136 17	17	17		
CH140 17	17	17		
//5G Band 4       		  			
CH149	17	17	NA		
CH153	17	17	NA		
CH157	17	17	NA		
CH161	17	17	NA		
CH165	17	17	NA		
##	END                       						
//							
//Table 14: ===========================================							
//							
##	5G, 20M, 3T, HT, //(MCS16~MCS23)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	17	17	17		
CH40	17	17	17		
CH44	17	17	17		
CH48	17	17	17		
//5G Band 2       		  			
CH52	17	17	17		
CH56	17	17	17		
CH60	17	17	17		
CH64	17	17	17		
//5G Band 3       		  			
CH100	17	17	17		
CH104	17	17	17		
CH108	17	17	17		
CH112	17	17	17		
CH116	17	17	17		
CH120	17	17	17		
CH124	17	17	17		
CH128	17	17	17		
CH132	17	17	17		
CH136 17	17	17		
CH140 17	17	17		
//5G Band 4       		  			
CH149	17	17	NA		
CH153	17	17	NA		
CH157	17	17	NA		
CH161	17	17	NA		
CH165	17	17	NA		
##	END                       						
//							
//Table 15: ===========================================							
//							
##	5G, 20M, 4T, HT, //(MCS24~MCS31)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	17	17	17		
CH40	17	17	17		
CH44	17	17	17		
CH48	17	17	17		
//5G Band 2       		  			
CH52	17	17	17		
CH56	17	17	17		
CH60	17	17	17		
CH64	17	17	17		
//5G Band 3       		  			
CH100	17	17	17		
CH104	17	17	17		
CH108	17	17	17		
CH112	17	17	17		
CH116	17	17	17		
CH120	17	17	17		
CH124	17	17	17		
CH128	17	17	17		
CH132	17	17	17		
CH136 17	17	17		
CH140 17	17	17		
//5G Band 4       		  			
CH149	17	17	NA		
CH153	17	17	NA		
CH157	17	17	NA		
CH161	17	17	NA		
CH165	17	17	NA		
##	END                       						
//                							
//Table 16: ===========================================							
//                							
##	5G, 40M, 1T, HT, //(MCS0~MCS7)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	17	17	17	
CH46	17	17	17	
//5G Band 2       	  						
CH54	17	17	17	
CH62	17	17	17	
//5G Band 3       							
CH102	17	17	17	
CH110	17	17	17	
CH118	17	17	17	
CH126	17	17	17	
CH134	17	17	17	
//5G Band 4         							
CH151	17	17	NA	
CH159	17	17	NA	
##	END       						
//                							
//Table 17: ===========================================							
//							
##	5G, 40M, 2T, HT, //(MCS8~MCS15)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	17	17	17	
CH46	17	17	17	
//5G Band 2       	  						
CH54	17	17	17	
CH62	17	17	17	
//5G Band 3       	  						
CH102	17	17	17	
CH110	17	17	17	
CH118	17	17	17	
CH126	17	17	17	
CH134	17	17	17	
//5G Band 4       	  						
CH151	17	17	NA	
CH159	17	17	NA	
##	END						
//                							
//Table 18: ===========================================							
//							
##	5G, 40M, 3T, HT, //(MCS16~MCS23)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	17	17	17	
CH46	17	17	17	
//5G Band 2       	  						
CH54	17	17	17	
CH62	17	17	17	
//5G Band 3       	  						
CH102	17	17	17	
CH110	17	17	17	
CH118	17	17	17	
CH126	17	17	17	
CH134	17	17	17	
//5G Band 4       	  						
CH151	17	17	NA	
CH159	17	17	NA	
##	END						
//                							
//Table 19: ===========================================							
//							
##	5G, 40M, 4T, HT, //(MCS24~MCS31)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	17	17	17	
CH46	17	17	17	
//5G Band 2       	  						
CH54	17	17	17	
CH62	17	17	17	
//5G Band 3       	  						
CH102	17	17	17	
CH110	17	17	17	
CH118	17	17	17	
CH126	17	17	17	
CH134	17	17	17	
//5G Band 4       	  						
CH151	17	17	NA	
CH159	17	17	NA	
##	END						
//                							
//Table 20: ===========================================							
//							
##	5G, 80M, 1T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH42	17	17	17	
//5G Band 2       	  						
CH58	17	17	17
//5G Band 3       	  						
CH106	17	17	17	
CH122	17	17	17
//5G Band 4       	  						
CH155	17	17	NA	
##	END						
//                							
//Table 21: ===========================================							
//							
##	5G, 80M, 2T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1       							
CH42	17	17	17	
//5G Band 2       	  						
CH58	17	17	17	
//5G Band 3       	  						
CH106	17	17	17	
CH122	17	17	17	
//5G Band 4       	  						
CH155	17	17	NA	
##	END						
//                							
//Table 22: ===========================================							
//							
##	5G, 80M, 3T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1       							
CH42	17	17	17	
//5G Band 2       	  						
CH58	17	17	17	
//5G Band 3       	  						
CH106	17	17	17	
CH122	17	17	17	
//5G Band 4       	  						
CH155	17	17	NA	
##	END						
//                							
//Table 23: ===========================================							
//							
##	5G, 80M, 4T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1       							
CH42	17	17	17	
//5G Band 2       	  						
CH58	17	17	17	
//5G Band 3       	  						
CH106	17	17	17	
CH122	17	17	17	
//5G Band 4       	  						
CH155	17	17	NA	
##	END						
