// Format:							
//							
// 		Note: The order of the tables MUST match the definition in WLAN driver.
//							
//		Power Limit Table Parameter Definition					
//		Band:			2.4G/5G		
//		Bandwidth:		20/40/80/160 MHZ			
//		RF Path:		1/2/3/4 Transmit RF			
//		Rate Section:	CCK/OFDM/HT/VHT				
//		Regulation: 	FCC/ETSI/MKK				
//							
//		Description:					
//		1. IF in 1T test
//		2. power is real dBm.					
//		3. // is for comment.					
//							
// 		NA is non-release channle.					
//							
//							
//Table 1: ===========================================							
//							
##	2.4G, 20M, 1T, CCK, //(1M;2M;5.5M;11M)						
##	START
##	#3#	FCC	ETSI	MKK	
CH140	23	20	20	
//5G Band 4 				  			
CH149	21	22	NA	
CH153	21	22	NA	
CH157	21	24	NA	
CH161	21	24	NA	
CH165	21	24	NA	
##	END                       						
//							
//Table 15: ===========================================							
//							
##	5G, 20M, 4T, HT, //(MCS24~MCS31)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH36	23	11	20	
CH40	23	11	20	
CH44	23	11	20	
CH48	23	11	20	
//5G Band 2 				  			
CH52	23	12	20	
CH56	23	12	20	
CH60	23	12	20	
CH64	23	12	20	
//5G Band 3 				  			
CH100	23	19	20	
CH104	23	19	20	
CH108	23	19	20	
CH112	23	19	20	
CH116	23	19	20	
CH120	23	19	20	
CH124	23	19	20	
CH128	23	19	20	
CH132	23	19	20	
CH136	23	19	20	
CH140	23	19	20	
//5G Band 4 				  			
CH149	23	20	NA	
CH153	23	20	NA	
CH157	23	20	NA	
CH161	23	20	NA	
CH165	23	20	NA	
##	END                       						
//                							
//Table 16: ===========================================							
//                							
##	5G, 40M, 1T, HT, //(MCS0~MCS7)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	16	13	20	
CH46	20	13	20	
//5G Band 2       	  						
CH54	23	14	20	
CH62	23	14	20	
//5G Band 3       							
CH102	23	21	20	
CH110	23	21	20	
CH118	23	21	20	
CH126	23	21	20	
CH134	23	21	20	
//5G Band 4         							
CH151	21	20	NA	
CH159	22	22	NA	
##	END       						
//                							
//Table 17: ===========================================							
//							
##	5G, 40M, 2T, HT, //(MCS8~MCS15)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	16	13	20	
CH46	20	13	20	
//5G Band 2       	  						
CH54	23	14	20	
CH62	23	14	20	
//5G Band 3       	  						
CH102	23	21	20	
CH110	23	21	20	
CH118	23	21	20	
CH126	23	21	20	
CH134	23	21	20	
//5G Band 4       	  						
CH151	21	20	NA	
CH159	22	22	NA	
##	END						
//                							
//Table 18: ===========================================							
//							
##	5G, 40M, 3T, HT, //(MCS16~MCS23)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	16	13	20	
CH46	20	13	20	
//5G Band 2       	  						
CH54	23	14	20	
CH62	23	14	20	
//5G Band 3       	  						
CH102	23	21	20	
CH110	23	21	20	
CH118	23	21	20	
CH126	23	21	20	
CH134	23	21	20	
//5G Band 4     	  						
CH151	21	20	NA	
CH159	22	22	NA	
##	END						
//                							
//Table 19: ===========================================							
//							
##	5G, 40M, 4T, HT, //(MCS24~MCS31)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH38	23	20	20	
CH46	23	20	20	
//5G Band 2       	  						
CH54	23	20	20	
CH62	23	20	20	
//5G Band 3       	  						
CH102	23	20	20	
CH110	23	20	20	
CH118	23	20	20	
CH126	23	20	20	
CH134	23	20	20	
//5G Band 4       	  						
CH151	23	20	NA	
CH159	23	20	NA	
##	END						
//                							
//Table 20: ===========================================							
//							
##	5G, 80M, 1T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1							
CH42	16	14	20	
//5G Band 2       	  						
CH58	23	13	20	
//5G Band 3       	  						
CH106	23	22	20	
CH122	23	22	20	
//5G Band 4       	  						
CH155	21	20	NA	
##	END						
//                							
//Table 21: ===========================================							
//							
##	5G, 80M, 2T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1       							
CH42	16	14	20
//5G Band 2       	  						
CH58	23	13	20
//5G Band 3       	  						
CH106	23	22	20
CH122	23	22
//5G Band 4       	  						
CH155	21	20	NA	   
##	END						
//                							
//Table 22: ===========================================							
//							
##	5G, 80M, 3T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1       							
CH42	16	14	20
//5G Band 2       	  						
CH58	23	13	20
//5G Band 3       	  						
CH106	23	22	20
CH122	23	22	20
//5G Band 4       	  						
CH155	21	20	NA	   
##	END						
//                							
//Table 23: ===========================================							
//							
##	5G, 80M, 4T, VHT, //(MCS0~MCS9)						
##	START
##	#3#	FCC	ETSI	MKK	
//5G Band 1       							
CH42	20	12	20
//5G Band 2       	  						
CH58	23	11	20
//5G Band 3       	  						
CH106	23	19	20
CH122	23	19	20
//5G Band 4       	  						
CH155	23	20	NA	   
##	END						
